[2025-06-22 22:46:47,565] 17 root - INFO - data loading started...
[2025-06-22 23:52:28,713] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-22 23:57:13,261] 33 root - INFO - Data loading started from uploaded file...
[2025-06-22 23:57:13,262] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-22 23:57:13,262] 31 root - INFO - Loading Gemini model...
[2025-06-22 23:57:52,871] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-22 23:57:52,880] 25 root - INFO - 
[2025-06-22 23:57:54,236] 35 root - INFO - 
[2025-06-22 23:57:57,439] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-22 23:57:58,720] 41 root - INFO - 
[2025-06-22 23:57:59,419] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-22 23:58:13,283] 33 root - INFO - Data loading started from uploaded file...
[2025-06-22 23:58:13,283] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-22 23:58:13,283] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:03:31,640] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:03:31,640] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:03:31,644] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:04:50,784] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:04:50,784] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:04:50,784] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:04:54,620] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash "HTTP/1.1 200 OK"
[2025-06-23 00:04:54,631] 25 root - INFO - 
[2025-06-23 00:04:56,838] 35 root - INFO - 
[2025-06-23 00:05:01,369] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:05:01,478] 41 root - INFO - 
[2025-06-23 00:06:50,298] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:06:50,298] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:06:50,298] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:06:54,904] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.0-flash "HTTP/1.1 200 OK"
[2025-06-23 00:06:54,904] 25 root - INFO - 
[2025-06-23 00:06:55,756] 35 root - INFO - 
[2025-06-23 00:07:00,221] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:07:00,289] 41 root - INFO - 
[2025-06-23 00:07:00,738] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:14:44,521] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:14:44,522] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:14:44,522] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:14:47,109] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-pro "HTTP/1.1 404 Not Found"
[2025-06-23 00:17:16,717] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:17:16,718] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:17:16,719] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:17:19,790] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-pro "HTTP/1.1 404 Not Found"
[2025-06-23 00:17:39,280] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:17:39,280] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:17:39,280] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:17:43,498] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:17:43,504] 25 root - INFO - 
[2025-06-23 00:17:44,555] 35 root - INFO - 
[2025-06-23 00:18:00,008] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:18:00,060] 41 root - INFO - 
[2025-06-23 00:20:30,911] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:20:30,911] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:20:30,913] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:20:34,918] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:20:34,927] 29 root - INFO - 
[2025-06-23 00:20:36,356] 39 root - INFO - 
[2025-06-23 00:20:38,234] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:20:38,284] 45 root - INFO - 
[2025-06-23 00:20:40,701] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:21:54,290] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:21:54,290] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:21:54,290] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:21:59,248] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:21:59,256] 29 root - INFO - 
[2025-06-23 00:22:00,623] 39 root - INFO - 
[2025-06-23 00:22:02,281] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:22:02,329] 45 root - INFO - 
[2025-06-23 00:22:03,082] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:22:03,191] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:23:29,131] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:23:29,131] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:23:29,131] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:23:32,098] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:23:32,098] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:23:37,147] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:23:37,153] 29 root - INFO - 
[2025-06-23 00:23:38,695] 39 root - INFO - 
[2025-06-23 00:23:40,283] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:23:40,313] 45 root - INFO - 
[2025-06-23 00:23:40,728] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:23:40,758] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:23:42,169] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:23:42,178] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:24:38,899] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:24:38,899] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:24:38,899] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:24:41,187] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:24:41,192] 29 root - INFO - 
[2025-06-23 00:24:42,111] 39 root - INFO - 
[2025-06-23 00:24:43,757] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:24:43,790] 45 root - INFO - 
[2025-06-23 00:24:44,276] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:24:44,303] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:24:46,894] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:24:46,903] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:24:55,288] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:24:55,288] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:24:55,291] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:24:58,644] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:24:58,649] 29 root - INFO - 
[2025-06-23 00:24:59,448] 39 root - INFO - 
[2025-06-23 00:25:01,372] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:25:01,661] 45 root - INFO - 
[2025-06-23 00:25:02,079] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:25:02,105] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:25:05,527] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:25:05,600] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:25:54,400] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:25:54,400] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:25:54,400] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:25:57,458] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:25:57,458] 29 root - INFO - 
[2025-06-23 00:25:58,274] 39 root - INFO - 
[2025-06-23 00:26:01,171] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:26:01,273] 45 root - INFO - 
[2025-06-23 00:26:01,844] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:26:01,859] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:26:03,459] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:26:03,459] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:26:29,001] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:26:29,003] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:26:29,003] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:26:31,272] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:26:31,276] 29 root - INFO - 
[2025-06-23 00:26:32,179] 39 root - INFO - 
[2025-06-23 00:26:34,424] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:26:34,506] 45 root - INFO - 
[2025-06-23 00:26:36,574] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:26:36,666] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:26:40,942] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:26:40,957] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:27:35,034] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:27:35,036] 42 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:27:35,036] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:27:37,390] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:27:37,396] 29 root - INFO - 
[2025-06-23 00:27:38,238] 39 root - INFO - 
[2025-06-23 00:27:40,477] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:27:40,809] 45 root - INFO - 
[2025-06-23 00:27:41,214] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:27:41,240] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:31:36,693] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:31:36,694] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:31:37,618] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:31:37,619] 50 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:31:37,619] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:31:40,303] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash "HTTP/1.1 200 OK"
[2025-06-23 00:31:40,315] 29 root - INFO - 
[2025-06-23 00:31:41,506] 39 root - INFO - 
[2025-06-23 00:31:44,517] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:31:44,848] 45 root - INFO - 
[2025-06-23 00:31:46,000] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:31:46,031] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:33:48,212] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:33:48,217] 56 root - INFO - Exception in loading data...
[2025-06-23 00:33:59,567] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:33:59,568] 50 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:33:59,569] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:34:06,695] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17 "HTTP/1.1 200 OK"
[2025-06-23 00:34:06,695] 29 root - INFO - 
[2025-06-23 00:34:07,928] 39 root - INFO - 
[2025-06-23 00:34:08,861] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:34:09,194] 45 root - INFO - 
[2025-06-23 00:34:09,746] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:34:09,777] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:34:29,264] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:34:29,264] 56 root - INFO - Exception in loading data...
[2025-06-23 00:34:37,474] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:34:37,474] 50 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:34:37,476] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:34:39,095] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17 "HTTP/1.1 200 OK"
[2025-06-23 00:34:39,095] 29 root - INFO - 
[2025-06-23 00:34:40,293] 39 root - INFO - 
[2025-06-23 00:34:41,261] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:34:41,594] 45 root - INFO - 
[2025-06-23 00:34:42,062] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:34:42,093] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:35:32,865] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:35:32,880] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:35:33,972] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:35:33,991] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:35:34,684] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:35:34,684] 50 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:35:34,685] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:35:36,333] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17 "HTTP/1.1 200 OK"
[2025-06-23 00:35:36,339] 29 root - INFO - 
[2025-06-23 00:35:37,693] 39 root - INFO - 
[2025-06-23 00:35:38,658] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:35:38,991] 45 root - INFO - 
[2025-06-23 00:35:39,491] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:35:39,508] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:35:40,225] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:35:40,225] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:36:02,119] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:36:02,143] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:36:05,361] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:36:05,362] 50 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:36:05,363] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:36:06,909] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17 "HTTP/1.1 200 OK"
[2025-06-23 00:36:06,909] 29 root - INFO - 
[2025-06-23 00:36:08,077] 39 root - INFO - 
[2025-06-23 00:36:08,975] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:36:09,290] 45 root - INFO - 
[2025-06-23 00:36:09,893] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:36:09,925] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
[2025-06-23 00:36:10,849] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17:generateContent "HTTP/1.1 200 OK"
[2025-06-23 00:36:10,857] 5824 google_genai.models - INFO - AFC remote call 1 is done.
[2025-06-23 00:37:01,867] 33 root - INFO - Data loading started from uploaded file...
[2025-06-23 00:37:01,867] 50 root - INFO - Data loading from uploaded file completed...
[2025-06-23 00:37:01,868] 31 root - INFO - Loading Gemini model...
[2025-06-23 00:37:03,392] 1025 httpx - INFO - HTTP Request: GET https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash-lite-preview-06-17 "HTTP/1.1 200 OK"
[2025-06-23 00:37:03,392] 29 root - INFO - 
[2025-06-23 00:37:04,609] 39 root - INFO - 
[2025-06-23 00:37:05,458] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:37:05,790] 45 root - INFO - 
[2025-06-23 00:37:06,425] 1025 httpx - INFO - HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/text-embedding-004:batchEmbedContents "HTTP/1.1 200 OK"
[2025-06-23 00:37:06,456] 5813 google_genai.models - INFO - AFC is enabled with max remote calls: 10.
